cve,vendor_project,product,vulnerability_name,short_description,date_added,required_action,due_date,in_wild,initial_epss,initial_percentile,initial_date,current_epss,current_percentile,current_date,cvss_v3_base,cvss_v3_severity,cvss_v2_base,epss_delta
CVE-2021-37973,Google,Chromium Portals,Google Chromium Portals Use-After-Free Vulnerability,"Google Chromium Portals contains a use-after-free vulnerability that allows a remote attacker, who has compromised the renderer process, to potentially perform a sandbox escape via a crafted HTML page. This vulnerability affects web browsers that utilize Chromium, including Google Chrome and Microsoft Edge.",2021-11-03,Apply updates per vendor instructions.,2021-11-17,TRUE,0.06498,0.91125,2026-04-20,0.06498,0.91144,2026-04-23,9.6,CRITICAL,6.8,0
CVE-2020-3837,Apple,Multiple Products,Apple Multiple Products Memory Corruption Vulnerability,"Apple iOS, iPadOS, macOS, tvOS, and watchOS contain a memory corruption vulnerability that could allow an application to execute code with kernel privileges.",2022-06-27,Apply updates per vendor instructions.,2022-07-18,TRUE,0.0642,0.91076,2026-04-20,0.0642,0.91094,2026-04-23,NA,NA,NA,0
CVE-2015-6175,Microsoft,Windows,Microsoft Windows Kernel Privilege Escalation Vulnerability,The kernel in Microsoft Windows contains a vulnerability that allows local users to gain privileges via a crafted application.,2022-05-25,Apply updates per vendor instructions.,2022-06-15,TRUE,0.02842,0.86226,2026-04-20,0.06395,0.91068,2026-04-23,NA,NA,NA,0.0355
CVE-2021-27104,Accellion,FTA,Accellion FTA OS Command Injection Vulnerability,Accellion FTA contains an OS command injection vulnerability exploited via a crafted POST request to various admin endpoints.,2021-11-03,Apply updates per vendor instructions.,2021-11-17,TRUE,0.06393,0.91049,2026-04-20,0.06393,0.91066,2026-04-23,9.8,CRITICAL,10,0
CVE-2022-4262,Google,Chromium V8,Google Chromium V8 Type Confusion Vulnerability,"Google Chromium V8 Engine contains a type confusion vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",2022-12-05,Apply updates per vendor instructions.,2022-12-26,TRUE,0.06353,0.91017,2026-04-20,0.06353,0.91036,2026-04-23,8.8,HIGH,NA,0
CVE-2024-49035,Microsoft,Partner Center,Microsoft Partner Center Improper Access Control Vulnerability,Microsoft Partner Center contains an improper access control vulnerability that allows an attacker to escalate privileges.,2025-02-25,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-03-18,TRUE,0.06163,0.9085,2026-04-20,0.06322,0.91017,2026-04-23,NA,NA,NA,0.0016
CVE-2018-0172,Cisco,IOS and IOS XE Software,Cisco IOS and IOS XE Software Improper Input Validation Vulnerability,A vulnerability in the DHCP option 82 encapsulation functionality of Cisco IOS Software and Cisco IOS XE Software could allow for denial-of-service (DoS).,2022-03-03,Apply updates per vendor instructions.,2022-03-17,TRUE,0.0619,0.90878,2026-04-20,0.0619,0.90894,2026-04-23,NA,NA,NA,0
CVE-2023-33009,Zyxel,Multiple Firewalls,Zyxel Multiple Firewalls Buffer Overflow Vulnerability,"Zyxel ATP, USG FLEX, USG FLEX 50(W), USG20(W)-VPN, VPN, and ZyWALL/USG firewalls contain a buffer overflow vulnerability in the notification function that could allow an unauthenticated attacker to cause denial-of-service (DoS) conditions and remote code execution on an affected device.",2023-06-05,Apply updates per vendor instructions.,2023-06-26,TRUE,0.06174,0.90861,2026-04-20,0.06174,0.90876,2026-04-23,NA,NA,NA,0
CVE-2025-6218,RARLAB,WinRAR,RARLAB WinRAR Path Traversal Vulnerability,RARLAB WinRAR contains a path traversal vulnerability allowing an attacker to execute code in the context of the current user.,2025-12-09,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-12-30,TRUE,0.06169,0.90858,2026-04-20,0.06169,0.90874,2026-04-23,NA,NA,NA,0
CVE-2019-0863,Microsoft,Windows,Microsoft Windows Error Reporting (WER) Privilege Escalation Vulnerability,"Microsoft Windows Error Reporting (WER) contains a privilege escalation vulnerability due to the way it handles files, allowing for code execution in kernel mode.",2021-11-03,Apply updates per vendor instructions.,2022-05-03,TRUE,0.06164,0.90851,2026-04-20,0.06164,0.90866,2026-04-23,NA,NA,NA,0
CVE-2013-2597,Code Aurora,ACDB Audio Driver,Code Aurora ACDB Audio Driver Stack-based Buffer Overflow Vulnerability,The Code Aurora audio calibration database (acdb) audio driver contains a stack-based buffer overflow vulnerability that allows for privilege escalation. Code Aurora is used in third-party products such as Qualcomm and Android.,2022-09-15,Apply updates per vendor instructions.,2022-10-06,TRUE,0.06744,0.91311,2026-04-20,0.06103,0.90819,2026-04-23,NA,NA,NA,-0.0064
CVE-2025-15556,Notepad++,Notepad++,Notepad++ Download of Code Without Integrity Check Vulnerability,"Notepad++ when using the WinGUp updater, contains a download of code without integrity check vulnerability that could allow an attacker to intercept or redirect update traffic to download and execute an attacker-controlled installer. This could lead to arbitrary code execution with the privileges of the user.",2026-02-12,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2026-03-05,TRUE,0.0609,0.90791,2026-04-20,0.0609,0.90806,2026-04-23,NA,NA,NA,0
CVE-2022-20701,Cisco,"Small Business RV160, RV260, RV340, and RV345 Series Routers",Cisco Small Business RV Series Routers Stack-based Buffer Overflow Vulnerability,"A vulnerability in Cisco Small Business RV160, RV260, RV340, and RV345 Series Routers could allow an attacker to do any of the following: Execute arbitrary code elevate privileges, execute arbitrary commands, bypass authentication and authorization protections, fetch and run unsigned software, or cause a denial of service (DoS).",2022-03-03,Apply updates per vendor instructions.,2022-03-17,TRUE,0.06078,0.90777,2026-04-20,0.06078,0.90792,2026-04-23,NA,NA,NA,0
CVE-2016-0165,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,Microsoft Win32k contains an unspecified vulnerability that allows for privilege escalation.,2023-06-22,Apply updates per vendor instructions.,2023-07-13,TRUE,0.06191,0.90879,2026-04-20,0.06035,0.9076,2026-04-23,7.8,HIGH,7.2,-0.0016
CVE-2025-59689,Libraesva,Email Security Gateway,Libraesva Email Security Gateway Command Injection Vulnerability,Libraesva Email Security Gateway (ESG) contains a command injection vulnerability which allows command injection via a compressed e-mail attachment.,2025-09-29,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-10-20,TRUE,0.06011,0.90721,2026-04-20,0.06011,0.90739,2026-04-23,NA,NA,NA,0
CVE-2021-1782,Apple,Multiple Products,Apple Multiple Products Race Condition Vulnerability,"Apple iOS, iPadOs, macOS, watchOS, and tvOS contain a race condition vulnerability that may allow a malicious application to elevate privileges.",2021-11-03,Apply updates per vendor instructions.,2021-11-17,TRUE,0.05879,0.9059,2026-04-20,0.05879,0.90609,2026-04-23,NA,NA,NA,0
CVE-2022-31199,Netwrix,Auditor,Netwrix Auditor Insecure Object Deserialization Vulnerability,"Netwrix Auditor User Activity Video Recording component contains an insecure objection deserialization vulnerability that allows an unauthenticated, remote attacker to execute code as the NT AUTHORITY\SYSTEM user. Successful exploitation requires that the attacker is able to reach port 9004/TCP, which is commonly blocked by standard enterprise firewalling.",2023-07-11,Apply updates per vendor instructions or discontinue use of the product if updates are unavailable.,2023-08-01,TRUE,0.05855,0.90571,2026-04-20,0.05855,0.9059,2026-04-23,NA,NA,NA,0
CVE-2023-33010,Zyxel,Multiple Firewalls,Zyxel Multiple Firewalls Buffer Overflow Vulnerability,"Zyxel ATP, USG FLEX, USG FLEX 50(W), USG20(W)-VPN, VPN, and ZyWALL/USG firewalls contain a buffer overflow vulnerability in the ID processing function that could allow an unauthenticated attacker to cause denial-of-service (DoS) conditions and remote code execution on an affected device.",2023-06-05,Apply updates per vendor instructions.,2023-06-26,TRUE,0.05853,0.90569,2026-04-20,0.05853,0.90588,2026-04-23,NA,NA,NA,0
CVE-2026-20963,Microsoft,SharePoint,Microsoft SharePoint Deserialization of Untrusted Data Vulnerability,Microsoft SharePoint contains a deserialization of untrusted data vulnerability that allows an unauthorized attacker to execute code over a network.,2026-03-18,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2026-03-21,TRUE,0.06,0.90705,2026-04-20,0.05626,0.90373,2026-04-23,NA,NA,NA,-0.0037
CVE-2019-15271,Cisco,RV Series Routers,Cisco RV Series Routers Deserialization of Untrusted Data Vulnerability,A deserialization of untrusted data vulnerability in the web-based management interface of certain Cisco Small Business RV Series Routers could allow an attacker to execute code with root privileges.,2022-06-08,Apply updates per vendor instructions.,2022-06-22,TRUE,0.056,0.9033,2026-04-20,0.056,0.90348,2026-04-23,NA,NA,NA,0
CVE-2021-40450,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,Microsoft Win32k contains an unspecified vulnerability that allows for privilege escalation.,2022-04-25,Apply updates per vendor instructions.,2022-05-16,TRUE,0.05588,0.9032,2026-04-20,0.05588,0.90338,2026-04-23,NA,NA,NA,0
CVE-2008-3431,Oracle,VirtualBox,Oracle VirtualBox Insufficient Input Validation Vulnerability,An input validation vulnerability exists in the VBoxDrv.sys driver of Sun xVM VirtualBox which allows attackers to locally execute arbitrary code.,2022-03-03,Apply updates per vendor instructions.,2022-03-24,TRUE,0.05378,0.9012,2026-04-20,0.05524,0.90284,2026-04-23,NA,NA,NA,0.0015
CVE-2024-21410,Microsoft,Exchange Server,Microsoft Exchange Server Privilege Escalation Vulnerability,Microsoft Exchange Server contains an unspecified vulnerability that allows for privilege escalation.,2024-02-15,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-03-07,TRUE,0.06145,0.90839,2026-04-20,0.05494,0.90254,2026-04-23,9.8,CRITICAL,NA,-0.0065
CVE-2021-41357,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,Microsoft Win32k contains an unspecified vulnerability that allows for privilege escalation.,2022-04-25,Apply updates per vendor instructions.,2022-05-16,TRUE,0.05468,0.90214,2026-04-20,0.05468,0.9023,2026-04-23,NA,NA,NA,0
CVE-2021-4102,Google,Chromium V8,Google Chromium V8 Use-After-Free Vulnerability,"Google Chromium V8 Engine contains a use-after-free vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",2021-12-15,Apply updates per vendor instructions.,2021-12-29,TRUE,0.05459,0.90207,2026-04-20,0.05459,0.90224,2026-04-23,8.8,HIGH,6.8,0
CVE-2022-26486,Mozilla,Firefox,Mozilla Firefox Use-After-Free Vulnerability,Mozilla Firefox contains a use-after-free vulnerability in WebGPU IPC Framework which can be exploited to perform arbitrary code execution.,2022-03-07,Apply updates per vendor instructions.,2022-03-21,TRUE,0.05458,0.90206,2026-04-20,0.05458,0.90223,2026-04-23,NA,NA,NA,0
CVE-2018-0174,Cisco,IOS XE Software,Cisco IOS Software and Cisco IOS XE Software Improper Input Validation Vulnerability,A vulnerability in the DHCP option 82 encapsulation functionality of Cisco IOS Software and Cisco IOS XE Software could allow for denial-of-service (DoS).,2022-03-03,Apply updates per vendor instructions.,2022-03-17,TRUE,0.05425,0.90176,2026-04-20,0.05425,0.90194,2026-04-23,8.6,HIGH,7.8,0
CVE-2018-0173,Cisco,IOS and IOS XE Software,Cisco IOS and IOS XE Software Improper Input Validation Vulnerability,A vulnerability in the Cisco IOS Software and Cisco IOS XE Software function that restores encapsulated option 82 information in DHCP Version 4 (DHCPv4) packets can allow for denial-of-service (DoS).,2022-03-03,Apply updates per vendor instructions.,2022-03-17,TRUE,0.05425,0.90176,2026-04-20,0.05425,0.90194,2026-04-23,NA,NA,NA,0
CVE-2020-1631,Juniper,Junos OS,Juniper Junos OS Path Traversal Vulnerability,"A path traversal vulnerability in the HTTP/HTTPS service used by J-Web, Web Authentication, Dynamic-VPN (DVPN), Firewall Authentication Pass-Through with Web-Redirect, and Zero Touch Provisioning (ZTP) allows an unauthenticated attacker to perform remote code execution.",2022-03-25,Apply updates per vendor instructions.,2022-04-15,TRUE,0.05398,0.90144,2026-04-20,0.05398,0.90161,2026-04-23,8.8,HIGH,6.8,0
CVE-2021-35247,SolarWinds,Serv-U,SolarWinds Serv-U Improper Input Validation Vulnerability,SolarWinds Serv-U versions 15.2.5 and earlier contain an improper input validation vulnerability that allows attackers to build and send queries without sanitization.,2022-01-21,Apply updates per vendor instructions.,2022-02-04,TRUE,0.05345,0.90086,2026-04-20,0.05345,0.90106,2026-04-23,NA,NA,NA,0
CVE-2010-3035,Cisco,IOS XR,Cisco IOS XR Border Gateway Protocol (BGP) Denial-of-Service Vulnerability,"Cisco IOS XR, when BGP is the configured routing feature, allows remote attackers to cause a denial-of-service (DoS).",2022-03-25,Apply updates per vendor instructions.,2022-04-15,TRUE,0.03242,0.87125,2026-04-20,0.053,0.90059,2026-04-23,NA,NA,NA,0.0206
CVE-2020-0878,Microsoft,Edge and Internet Explorer,Microsoft Edge and Internet Explorer Memory Corruption Vulnerability,Microsoft Edge and Internet Explorer contain a memory corruption vulnerability that allows attackers to execute code in the context of the current user.,2021-11-03,Apply updates per vendor instructions.,2022-05-03,TRUE,0.05268,0.90011,2026-04-20,0.05268,0.90029,2026-04-23,NA,NA,NA,0
